Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,season
Terrance Ferguson,SG,20,OKC,5,128,2.6,.500,.720,.000,1.7,8.6,5.1,6.5,0.8,0.0,16.7,10.0,,-0.1,0.0,0.0,-0.010,,-5.3,0.5,-4.8,-0.1,2019
Bryn Forbes,SG,25,SAS,7,212,11.6,.625,.554,.161,0.5,12.1,6.3,4.8,0.2,0.4,4.8,13.7,,0.4,0.0,0.4,.082,,-0.2,-0.6,-0.8,0.1,2019
Evan Fournier,SG,26,ORL,5,175,5.0,.427,.493,.116,1.7,8.7,5.0,10.7,2.0,0.0,14.2,21.4,,-0.4,0.1,-0.3,-0.091,,-4.4,-0.5,-4.8,-0.1,2019
Melvin Frazier,SG,22,ORL,3,15,13.5,.425,.000,.400,6.8,23.5,14.5,0.0,3.3,0.0,0.0,17.4,,0.0,0.0,0.0,.036,,-1.6,3.1,1.5,0.0,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Tim Frazier,PG,28,MIL,11,40,22.9,.756,.462,.154,0.0,21.8,11.3,40.5,1.2,0.0,17.8,18.1,,0.2,0.1,0.2,.287,,2.5,4.1,6.6,0.1,2019
Enes Freedom,C,26,POR,16,461,17.0,.555,.027,.281,12.2,23.5,17.8,6.5,1.2,1.6,13.7,17.9,,0.6,0.4,1.1,.109,,1.0,-1.3,-0.3,0.2,2019
Danilo Gallinari,SF,30,LAC,6,201,13.6,.474,.387,.297,4.7,16.5,10.3,12.5,1.9,0.4,8.1,27.9,,-0.1,-0.1,-0.1,-0.031,,0.6,-3.0,-2.4,0.0,2019
Langston Galloway,SG,27,DET,4,110,6.7,.456,.735,.000,1.6,13.8,6.9,5.3,0.9,3.3,5.6,13.7,,-0.1,0.0,-0.1,-0.048,,-2.5,-1.0,-3.5,0.0,2019
Marc Gasol,C,34,TOR,24,735,13.5,.564,.494,.256,2.4,20.6,11.5,14.7,1.4,3.5,9.5,13.6,,1.0,1.3,2.3,.151,,0.3,3.1,3.4,1.0,2019
Rudy Gay,PF,32,SAS,7,179,15.5,.503,.271,.243,7.9,22.1,15.0,10.1,0.9,2.2,11.4,22.6,,0.1,0.1,0.2,.055,,0.9,-0.5,0.3,0.1,2019
Paul George,SF,28,OKC,5,204,18.8,.583,.465,.485,3.1,20.0,11.4,15.4,1.6,0.4,14.0,29.8,,0.3,0.2,0.5,.106,,2.6,0.6,3.2,0.3,2019
Shai Gilgeous-Alexander,PG,20,LAC,6,173,16.5,.596,.300,.333,2.4,8.2,5.2,16.4,1.6,2.4,6.8,17.5,,0.4,-0.1,0.3,.090,,2.1,0.8,2.9,0.2,2019
Rudy Gobert,C,26,UTA,5,152,20.5,.665,.000,.719,15.3,20.1,17.6,7.7,1.0,9.8,17.6,14.3,,0.4,0.2,0.6,.185,,0.8,2.2,3.0,0.2,2019
Aaron Gordon,PF,23,ORL,5,164,15.3,.540,.323,.306,6.8,17.9,12.0,22.2,1.8,0.6,15.6,22.5,,0.0,0.1,0.2,.048,,1.7,1.8,3.5,0.2,2019
Eric Gordon,SG,30,HOU,11,410,12.7,.604,.633,.187,1.4,5.9,3.7,5.7,0.8,2.5,14.3,20.3,,0.3,0.3,0.6,.072,,1.3,-0.8,0.5,0.3,2019
Treveon Graham,SG,25,BRK,5,79,0.6,.277,.700,.600,3.6,11.3,7.2,4.9,1.2,0.9,19.2,8.0,,-0.1,0.0,-0.1,-0.083,,-7.3,-0.4,-7.7,-0.1,2019
Jerami Grant,PF,24,OKC,5,176,13.2,.634,.500,.325,3.6,13.8,8.6,3.4,0.8,4.8,8.0,12.1,,0.3,0.1,0.4,.110,,0.6,1.9,2.5,0.2,2019
Jerian Grant,PG,26,ORL,3,14,-3.1,.239,.700,.100,0.0,33.6,15.6,40.6,0.0,0.0,8.7,36.2,,-0.1,0.0,-0.1,-0.387,,-10.8,-3.9,-14.7,0.0,2019
Danny Green,SG,31,TOR,24,684,7.6,.503,.768,.148,2.7,11.3,7.0,5.4,2.3,1.6,13.6,12.6,,-0.2,1.1,0.8,.059,,-2.2,1.5,-0.7,0.2,2019
Draymond Green,PF,28,GSW,22,851,16.5,.561,.249,.310,5.7,23.9,15.1,30.8,1.8,3.8,24.2,17.5,,1.0,1.0,2.0,.111,,0.3,3.2,3.6,1.2,2019
Gerald Green,SG,33,HOU,11,97,7.2,.462,.725,.125,0.0,13.5,7.0,1.6,1.5,2.9,6.6,20.5,,-0.1,0.1,0.0,.013,,-2.7,-0.7,-3.3,0.0,2019
JaMychal Green,PF,28,LAC,6,141,13.0,.696,.535,.233,4.5,21.9,12.6,5.3,1.3,0.0,18.8,17.0,,0.2,-0.1,0.1,.037,,-0.2,-0.5,-0.6,0.0,2019
Blake Griffin,PF,29,DET,2,58,25.3,.582,.333,.179,6.1,16.1,10.4,43.9,1.6,0.0,12.5,34.7,,0.1,0.0,0.1,.089,,9.5,0.4,10.0,0.2,2019
James Harden,PG,29,HOU,11,424,25.2,.567,.519,.371,2.5,17.3,10.1,33.7,2.8,2.2,14.2,37.1,,1.0,0.7,1.7,.189,,6.4,1.7,8.1,1.1,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Maurice Harkless,SF,25,POR,16,388,14.4,.537,.257,.330,7.9,13.4,10.6,9.0,2.3,3.4,12.0,15.9,,0.4,0.4,0.8,.098,,-0.6,2.2,1.6,0.3,2019
Montrezl Harrell,C,25,LAC,6,158,26.6,.739,.016,.413,8.0,15.8,11.6,15.3,0.9,2.1,9.7,21.4,,0.7,-0.1,0.6,.194,,5.2,0.5,5.7,0.3,2019
Gary Harris,SG,24,DEN,14,517,13.5,.569,.361,.241,1.8,10.1,5.9,9.3,1.2,1.2,5.9,16.0,,0.9,0.2,1.1,.100,,-1.1,0.8,-0.3,0.2,2019
Joe Harris,SG,27,BRK,5,149,5.1,.473,.488,.186,3.8,11.2,7.2,2.9,0.9,0.0,16.2,15.1,,-0.2,0.0,-0.2,-0.059,,-4.8,-2.5,-7.3,-0.2,2019
Tobias Harris,PF,26,PHI,12,443,14.5,.521,.377,.156,3.1,22.5,13.3,16.4,1.4,1.2,9.6,18.8,,0.4,0.7,1.1,.118,,1.2,1.3,2.5,0.5,2019
Isaiah Hartenstein,PF,20,HOU,2,2,98.0,1.000,.000,.000,58.2,0.0,28.2,0.0,0.0,0.0,0.0,43.9,,0.1,0.0,0.1,1.594,,23.6,2.2,25.8,0.0,2019
Gordon Hayward,PF,28,BOS,9,267,9.7,.549,.343,.271,1.2,12.1,6.9,13.0,1.1,1.0,16.1,15.3,,0.0,0.4,0.4,.074,,-1.4,0.6,-0.8,0.1,2019
Juancho Hernangómez,PF,23,DEN,5,15,-0.2,.500,.667,.000,0.0,21.4,10.5,0.0,0.0,0.0,25.0,11.9,,0.0,0.0,0.0,-0.066,,-7.8,-1.7,-9.5,0.0,2019
Nenê,C,36,HOU,7,53,30.9,.967,.000,.900,19.8,10.3,14.9,9.8,2.8,3.5,17.7,14.1,,0.3,0.1,0.4,.374,,7.0,4.0,11.0,0.2,2019
George Hill,PG,32,MIL,15,395,18.3,.653,.407,.280,4.0,9.3,6.7,16.2,1.6,0.9,4.3,15.0,,1.3,0.6,1.9,.231,,2.0,3.1,5.1,0.7,2019
Aaron Holiday,PG,22,IND,3,13,-1.3,.500,.400,.000,0.0,0.0,0.0,0.0,0.0,0.0,16.7,21.2,,0.0,0.0,0.0,-0.103,,-7.7,-2.9,-10.6,0.0,2019
Rondae Hollis-Jefferson,SF,24,BRK,4,62,29.2,.602,.030,.758,4.6,16.2,9.9,17.9,0.7,5.8,6.4,30.7,,0.3,0.0,0.3,.219,,4.2,2.6,6.8,0.1,2019
Rodney Hood,SG,26,POR,16,373,14.0,.606,.459,.396,2.6,7.7,5.1,5.7,0.8,0.7,5.1,16.0,,0.8,0.1,0.9,.117,,0.5,0.2,0.8,0.2,2019
Al Horford,C,32,BOS,9,310,14.2,.530,.400,.164,4.5,21.4,13.3,21.7,0.6,2.1,13.9,19.4,,0.1,0.5,0.7,.105,,1.5,1.3,2.8,0.4,2019
Danuel House Jr.,SF,25,HOU,7,141,4.0,.420,.838,.216,1.7,15.5,8.8,1.0,1.1,1.3,9.0,13.9,,-0.2,0.1,0.0,-0.013,,-3.9,-1.5,-5.4,-0.1,2019
Serge Ibaka,C,29,TOR,24,500,15.1,.532,.197,.218,7.7,23.9,15.8,7.4,1.1,4.5,10.6,21.4,,0.2,1.0,1.2,.117,,-1.6,1.2,-0.4,0.2,2019
Andre Iguodala,SF,35,GSW,21,629,15.2,.565,.482,.223,5.1,11.4,8.3,18.4,1.9,3.6,10.3,14.0,,1.1,0.5,1.5,.117,,1.7,2.0,3.7,0.9,2019
Ersan İlyasova,PF,31,MIL,15,272,15.2,.554,.494,.309,7.3,18.1,12.9,11.2,1.8,2.0,6.1,15.4,,0.5,0.5,1.1,.188,,0.0,2.8,2.8,0.3,2019
Joe Ingles,PF,31,UTA,5,151,9.6,.432,.784,.000,2.0,15.2,8.3,25.8,3.5,0.0,17.8,12.7,,-0.1,0.2,0.1,.042,,-2.9,3.4,0.5,0.1,2019
Kyrie Irving,PG,26,BOS,9,330,15.4,.488,.324,.223,1.6,10.3,6.2,35.8,1.7,1.1,12.5,29.8,,-0.1,0.5,0.4,.060,,2.1,0.3,2.5,0.4,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jonathan Isaac,PF,21,ORL,5,137,6.2,.379,.500,.200,7.4,18.0,12.3,2.5,0.7,3.4,10.3,15.7,,-0.2,0.1,-0.1,-0.043,,-3.6,-0.5,-4.1,-0.1,2019
Wes Iwundu,SF,24,ORL,5,60,13.0,.546,.500,.500,0.0,13.7,6.4,11.7,2.5,0.0,8.3,17.7,,0.1,0.1,0.1,.090,,-0.1,2.6,2.6,0.1,2019
Reggie Jackson,PG,28,DET,4,108,21.4,.521,.323,.108,4.1,8.6,6.1,49.7,1.3,0.0,6.8,28.4,,0.2,-0.1,0.2,.072,,6.7,-0.3,6.4,0.2,2019
Jonas Jerebko,PF,31,GSW,16,121,10.6,.381,.452,.143,14.7,17.6,16.2,13.2,0.4,1.6,4.3,16.7,,0.1,0.1,0.1,.047,,-0.7,-2.4,-3.1,0.0,2019
Amir Johnson,C,31,PHI,4,20,24.2,1.000,.000,.000,17.1,10.3,13.5,16.1,2.4,0.0,20.0,10.6,,0.1,0.0,0.1,.276,,5.5,3.1,8.5,0.1,2019
Nikola Jokić,C,23,DEN,14,557,29.6,.596,.215,.299,10.0,24.5,17.2,37.1,1.5,1.8,10.9,26.5,,2.4,0.6,3.0,.263,,8.3,3.3,11.6,1.9,2019
Damian Jones,C,23,GSW,4,8,2.7,.798,.000,2.000,0.0,28.0,14.4,0.0,0.0,0.0,34.7,15.6,,0.0,0.0,0.0,-0.021,,-12.3,-0.4,-12.7,0.0,2019
Cory Joseph,PG,27,IND,4,85,13.5,.603,.375,.083,1.2,8.5,4.5,8.5,2.4,0.0,0.0,13.4,,0.1,0.1,0.3,.149,,-0.7,2.8,2.1,0.1,2019
Luke Kennard,SG,22,DET,4,133,13.9,.604,.319,.128,0.0,14.0,6.0,8.7,1.1,0.7,5.7,16.6,,0.2,-0.1,0.1,.039,,1.3,-0.7,0.6,0.1,2019
Furkan Korkmaz,SG,21,PHI,4,36,12.2,.470,.444,.278,0.0,17.1,9.0,21.2,0.0,2.5,4.7,24.9,,0.0,0.0,0.1,.093,,-1.3,-0.1,-1.4,0.0,2019
Kyle Korver,SG,37,UTA,4,30,4.4,.536,.750,.375,3.4,14.5,8.8,0.0,0.0,0.0,9.7,14.6,,0.0,0.0,0.0,.024,,-5.1,-1.0,-6.1,0.0,2019
Rodions Kurucs,SF,20,BRK,4,68,12.5,.522,.400,.450,8.4,23.0,15.1,6.5,1.4,0.0,7.7,15.5,,0.1,0.0,0.1,.078,,-1.9,-0.3,-2.2,0.0,2019
Skal Labissière,PF,22,POR,3,11,-7.1,.225,.500,.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,,-0.1,0.0,-0.1,-0.247,,-9.6,-6.3,-15.8,0.0,2019
Jake Layman,SF,24,POR,6,20,-1.0,.285,.714,.571,5.3,15.9,10.6,0.0,0.0,0.0,0.0,19.0,,-0.1,0.0,-0.1,-0.123,,-8.2,-3.7,-11.9,-0.1,2019
T.J. Leaf,PF,21,IND,1,10,3.2,.258,.333,.667,9.9,24.2,16.4,0.0,0.0,0.0,0.0,17.8,,0.0,0.0,0.0,-0.083,,-4.2,-2.4,-6.7,0.0,2019
Kawhi Leonard,SF,27,TOR,24,939,27.9,.619,.292,.435,6.4,19.3,12.8,19.3,2.1,1.8,11.1,32.0,,3.2,1.7,4.9,.249,,7.6,2.4,10.1,2.9,2019
Meyers Leonard,C,26,POR,11,170,17.1,.616,.508,.138,3.7,21.2,12.5,11.8,0.6,0.5,5.5,18.6,,0.4,0.1,0.5,.154,,2.3,0.2,2.5,0.2,2019
Jon Leuer,PF,29,DET,1,5,0.5,.410,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,,0.0,0.0,0.0,-0.175,,-7.6,-3.8,-11.3,0.0,2019
Caris LeVert,SF,24,BRK,5,144,23.2,.612,.356,.397,4.0,13.2,8.2,18.9,1.6,1.0,10.4,26.9,,0.4,0.0,0.4,.138,,4.9,0.9,5.7,0.3,2019
Damian Lillard,PG,28,POR,16,650,20.6,.566,.479,.345,1.3,11.1,6.2,28.0,2.1,0.6,13.6,29.4,,1.2,0.4,1.6,.119,,4.9,-0.2,4.6,1.1,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Jeremy Lin,PG,30,TOR,8,27,1.0,.418,.222,.444,0.0,12.3,6.1,21.0,1.9,0.0,31.7,26.4,,-0.1,0.0,-0.1,-0.169,,-8.3,-0.9,-9.2,0.0,2019
Shaun Livingston,PG,33,GSW,22,322,10.1,.517,.027,.333,4.0,6.9,5.5,13.0,1.5,1.2,8.5,12.7,,0.4,0.1,0.5,.075,,-2.8,0.6,-2.2,0.0,2019
Kevon Looney,C,22,GSW,21,432,16.6,.704,.000,.312,11.2,13.7,12.5,6.6,1.4,2.5,10.9,11.9,,1.2,0.3,1.5,.163,,0.2,0.5,0.7,0.3,2019
Brook Lopez,C,30,MIL,15,438,13.9,.572,.560,.216,2.9,15.5,9.4,7.1,0.7,5.8,6.4,15.3,,0.6,0.8,1.4,.153,,0.0,2.4,2.4,0.5,2019
Kyle Lowry,PG,32,TOR,24,901,15.4,.576,.522,.291,2.6,11.8,7.2,27.5,1.7,0.8,14.5,18.4,,1.6,1.3,2.8,.150,,1.0,1.3,2.3,1.0,2019
Trey Lyles,PF,23,DEN,3,8,-4.4,.000,.333,.000,12.9,0.0,6.6,30.9,0.0,0.0,0.0,16.7,,0.0,0.0,0.0,-0.236,,-6.6,-4.1,-10.7,0.0,2019
Thon Maker,PF,21,DET,4,69,3.5,.367,.462,.346,5.1,8.4,6.6,8.5,0.0,5.3,9.1,20.0,,-0.2,0.0,-0.2,-0.131,,-7.8,-1.6,-9.4,-0.1,2019
Boban Marjanović,C,30,PHI,11,105,21.7,.662,.075,.475,14.1,22.5,18.6,17.7,0.9,2.6,22.5,25.1,,0.2,0.2,0.4,.173,,0.2,0.6,0.8,0.1,2019
Jarell Martin,PF,24,ORL,3,18,16.8,.506,.778,.222,5.6,6.5,6.1,12.4,0.0,5.1,0.0,24.3,,0.0,0.0,0.0,.049,,5.9,0.4,6.3,0.0,2019
